birth_year,weight,height,points,uci_points,length,climb_total,profile,startlist_quality,position,cyclist_age,delta,race_year,raw_position,cyclist_bmi,climb_percentage,cyclist_climb_power,race_physical_effort,race_prestige,mean_cyclist_cp,mean_delta,mean_position,previous_mean_position,previous_mean_delta,previous_mean_cp,cyclist_previous_experience,num_participants,correlation_type
1.0,-0.04581452310643431,0.0842668110923837,-0.18895029082333858,0.3434158452576936,-0.0630523593032182,0.04547061514664177,0.12477906967556118,-0.14359222191849713,0.0057249945335813785,-0.14412653153943875,0.0806688199647872,0.7979468933369509,0.08647425841746517,-0.16378868843711117,0.04745174824973676,-0.03634659914173294,0.0734143208924006,-0.15695492511197803,0.16555103991482664,0.27260419785137874,0.02284694753688442,0.04706033080452497,0.2755148912223297,-0.09403594948452751,-0.18065777889142196,0.1339682996712946,kendall
-0.04581452310643431,1.0,0.5631953502297967,0.0536427448298996,0.03079295323644728,0.032437321003623516,-0.020881863700478846,-0.03224869007818776,0.03830042259550943,0.09510343292890514,0.03823124718395271,0.07159920119118093,-0.029891489577194837,0.08283927293471384,0.45946834407036774,-0.03348788800618925,-0.06313239790187196,-0.019515887639054246,0.047797079358108646,-0.10256853015744616,0.2807015287739982,0.21985830386404534,0.17357636337512392,0.24242763035786197,-0.08822392353086915,-0.008156793700708537,-0.010656748839088038,kendall
0.0842668110923837,0.5631953502297967,1.0,0.011801840152694993,0.05835561185104003,0.009892462366240693,-0.00405062639144179,-3.313688978748977e-05,0.007022084694359782,0.06543960485024668,-0.008611683080619867,0.0579787413633738,0.08567008510104221,0.06831442977702144,-0.012299309375594964,-0.009198829504804605,-0.037721588907990135,-1.8954183629280942e-05,0.010506109992483253,-0.059748104896120986,0.18797278723380503,0.15214662928496722,0.1284008306325093,0.17132812928201072,-0.051540183664773226,-0.02654305809887245,0.008770526315952806,kendall
-0.18895029082333858,0.0536427448298996,0.011801840152694993,1.0,0.5508946581792263,0.2831263102291537,0.04710594696503554,-0.0751265470026709,0.3875962412674639,5.134109446771522e-06,-0.005472418634956707,0.06910414373960119,-0.18494517679673428,0.011433690101371663,0.06569204293950372,-0.053744655238469226,-0.08398740048045944,0.03760213447125385,0.7918182058223184,-0.11515196542686859,-0.05753084448313953,-0.020512011591577218,-0.026847179993860795,-0.048760944193319056,-0.012857472527408695,0.06300361234002085,0.07818496269645663,kendall
0.3434158452576936,0.03079295323644728,0.05835561185104003,0.5508946581792263,1.0,0.1713248406649717,0.06241730371497245,0.03033730626709129,0.10007136817543243,-1.7009827977152122e-06,0.0189959428694648,0.08309137672983279,0.41665124478145854,-0.018359553493093046,-0.019442304392273083,-0.0020478418079456677,-0.07864494981926992,0.07369433542936438,0.4116403308294304,-0.10938310329253637,0.08919288254140391,-0.018839044549157916,-0.017248899921973423,0.1219460651062704,-0.11626968516304319,0.03112707332875643,-0.03736153539633481,kendall
-0.0630523593032182,0.032437321003623516,0.009892462366240693,0.2831263102291537,0.1713248406649717,1.0,0.26746581070352143,0.041135307339277984,0.06406370503533142,-1.063625893507831e-05,-0.0023838965173528038,0.029698775109362384,-0.06285530435199072,-0.015397332707041394,0.036162003496878654,-0.09465987206791918,-0.020834413188123097,0.30296199651662986,0.2255372117466901,-0.03738430196804452,-0.009418332696593635,0.0022910254260860665,0.00046069023517476,-0.013161315441157416,-0.006879323004863166,-0.002702535035746893,-0.009131541227384554,kendall
0.04547061514664177,-0.020881863700478846,-0.00405062639144179,0.04710594696503554,0.06241730371497245,0.26746581070352143,1.0,0.5662728967066636,0.012358468965945698,4.544870657464538e-06,0.005327495230897712,0.3349619086357275,0.04933472178506119,-0.023282022762466843,-0.025592872841355595,0.6385452508461456,-0.028738186227316886,0.805069274954813,0.0390926434567208,0.019921515301315036,0.004804099025486431,-0.018734347748341363,-0.01571020503463315,0.029022842959750248,0.010181903890687223,0.01719511178620421,-0.09288382023405176,kendall
0.12477906967556118,-0.03224869007818776,-3.313688978748977e-05,-0.0751265470026709,0.03033730626709129,0.041135307339277984,0.5662728967066636,1.0,-0.08355402588608163,1.9124375771846228e-05,0.008102300494830506,0.412745182514325,0.1320055317236956,-0.022522519511492155,-0.046526318444418166,0.5770762574856259,-0.031088020601146897,0.7053777494894508,-0.07770115185026026,0.04000998775735844,0.034995457594994006,-0.012332286666656244,-0.007285920793596143,0.0662849325486143,0.004329628333929775,0.01831848494451305,-0.10895855939176322,kendall
-0.14359222191849713,0.03830042259550943,0.007022084694359782,0.3875962412674639,0.10007136817543243,0.06406370503533142,0.012358468965945698,-0.08355402588608163,1.0,4.680404021857409e-05,0.03359526293367509,0.03248032738708832,-0.13766215651531552,0.09751156882236829,0.0480084442737397,-0.007267438675987988,-0.012022724912068874,-0.01463070184586013,0.6549941519001767,-0.027888248261635395,-0.048444909702117296,-0.046298041757912,-0.05130084583225287,-0.041959753979123264,0.06253340375243771,0.07247007610028705,0.25470986479245605,kendall
0.0057249945335813785,0.09510343292890514,0.06543960485024668,5.134109446771522e-06,-1.7009827977152122e-06,-1.063625893507831e-05,4.544870657464538e-06,1.9124375771846228e-05,4.680404021857409e-05,1.0,-0.022657896935397343,0.3204258396189555,0.00011486076645798486,0.7669019417720307,0.0667781203036766,-4.093087198406229e-07,-0.3834377185279142,9.919563142032143e-06,2.7195196984621146e-05,-0.14968532993198497,0.22319972187534273,0.3016157882154889,0.317656208804345,0.20961085011031738,-0.17309839302165794,-0.10480442310766652,7.163975236312056e-05,kendall
